Date,ALB,APD,CE,CF,CTVA,DD,DOW,ECL,EMN,FCX,FMC,IFF,LIN,LYB,MLM,MOS,NEM,NUE,PPG,ROP,SHW,STLD,VMC
2018-08-20,89.75228118896484,148.78335571289062,103.47984313964844,43.244590759277344,,87.81813049316406,,140.54946899414062,83.22563934326172,13.296384811401367,67.27975463867188,117.1268539428711,146.38015747070312,85.18067932128906,194.86404418945312,28.15911102294922,27.102685928344727,55.349918365478516,101.08056640625,292.725341796875,141.79518127441406,39.748291015625,104.92451477050781
2018-08-21,89.0947036743164,147.99038696289062,104.46331787109375,42.72186279296875,,88.2669677734375,,140.3409881591797,84.11607360839844,13.484718322753906,67.65918731689453,116.60127258300781,146.40786743164062,85.89057159423828,196.07379150390625,27.932022094726562,27.153682708740234,56.45602798461914,102.32415771484375,295.1655578613281,142.0314483642578,39.9520378112793,106.84593963623047
2018-08-22,88.80347442626953,146.44007873535156,104.38285827636719,43.111690521240234,,88.17721557617188,,139.50692749023438,83.42914581298828,13.682470321655273,67.5326919555664,115.28719329833984,143.3561553955078,85.76355743408203,197.61956787109375,27.894174575805664,27.46813201904297,56.44718933105469,101.88197326660156,291.1603088378906,140.2050018310547,40.1203498840332,107.48641967773438
2018-08-23,88.08951568603516,146.49359130859375,103.16690063476562,43.820465087890625,,87.34366607666016,,139.478515625,82.86949157714844,13.352885246276855,66.86078643798828,114.6126480102539,143.24514770507812,85.2105712890625,195.2576904296875,27.84686279296875,26.907215118408203,54.88093566894531,101.1174087524414,288.9341125488281,140.4413299560547,39.03961944580078,106.20545196533203
2018-08-24,90.18443298339844,147.8745574951172,103.85533905029297,44.254608154296875,,88.75428771972656,,141.15609741210938,83.94647979736328,13.625968933105469,67.61965942382812,115.3835678100586,144.45660400390625,86.02508544921875,197.56199645996094,28.045568466186523,27.221670150756836,55.323368072509766,101.9004135131836,288.3603820800781,142.85850524902344,39.641990661621094,106.69300079345703
2018-08-27,91.0205078125,149.05059814453125,105.29480743408203,44.85706329345703,,90.80612182617188,,141.9996337890625,84.69274139404297,13.870802879333496,68.26787567138672,114.9630355834961,146.15817260742188,86.64533233642578,199.9718475341797,28.972848892211914,27.40864372253418,56.37640380859375,102.37019348144531,289.2840270996094,145.30125427246094,40.660728454589844,108.57620239257812
2018-08-28,91.0674819946289,148.8011474609375,104.99081420898438,44.927940368652344,,90.71635437011719,,141.69631958007812,83.8531723022461,13.804887771606445,68.27577209472656,114.2359390258789,146.4355926513672,85.9129867553711,197.63877868652344,29.181015014648438,27.06019401550293,56.48258590698242,101.20951843261719,290.33392333984375,144.52850341796875,40.56327819824219,107.2474365234375
2018-08-29,90.86082458496094,149.94158935546875,104.76728820800781,45.75191116333008,,91.61402893066406,,142.9948272705078,83.72599792480469,13.814301490783691,68.44969177246094,114.1220703125,147.49905395507812,85.92045593261719,198.68533325195312,29.89066505432129,26.975202560424805,56.712642669677734,102.8584213256836,290.14923095703125,145.74510192871094,41.01506805419922,108.38500213623047
2018-08-30,89.29197692871094,148.55169677734375,104.44542694091797,45.654441833496094,,90.50527954101562,,142.2840118408203,82.85250854492188,13.324633598327637,67.24022674560547,113.78040313720703,146.0101776123047,84.92662048339844,195.7377471923828,29.644655227661133,26.3887882232666,55.56229019165039,101.937255859375,288.4479675292969,145.67807006835938,40.421539306640625,107.20919799804688
2018-08-31,89.73350524902344,148.15965270996094,104.45435333251953,46.02655792236328,,90.41503143310547,,142.62518310546875,82.28433227539062,13.230466842651367,67.54853057861328,114.1395492553711,146.28759765625,84.2764892578125,191.24349975585938,29.587888717651367,26.371788024902344,55.3056755065918,101.82670593261719,290.0617980957031,145.4736785888672,40.510128021240234,105.91867065429688
2018-09-04,90.71987915039062,146.42230224609375,102.4516372680664,45.937957763671875,,89.88643646240234,,142.77684020996094,81.9366455078125,12.69371509552002,65.62759399414062,113.5263442993164,144.42884826660156,83.69596099853516,191.23388671875,29.17155647277832,25.572904586791992,55.04905319213867,101.21874237060547,289.4201354980469,146.67752075195312,40.350677490234375,105.80396270751953
2018-09-05,90.60719299316406,147.3577880859375,102.80033874511719,45.39751434326172,,90.31188201904297,,144.51133728027344,82.93730926513672,12.872633934020996,65.99122619628906,111.88816833496094,144.3918914794922,84.19355773925781,192.09039306640625,28.892194747924805,25.606895446777344,56.30560302734375,101.88197326660156,293.3670959472656,147.41514587402344,41.45799255371094,105.15391540527344
2018-09-06,91.74385833740234,147.9547576904297,103.09538269042969,45.14058303833008,,90.35057067871094,,145.2032012939453,82.6405029296875,12.77846622467041,65.56433868408203,113.78040313720703,144.88198852539062,84.623291015625,190.8392791748047,28.674394607543945,25.70038414001465,56.02244186401367,103.17162322998047,294.6697692871094,147.6482391357422,41.954063415527344,105.36425018310547
2018-09-07,91.3023452758789,146.87669372558594,102.83609771728516,45.12285614013672,,90.2474136352539,,145.3454132080078,82.34369659423828,12.411215782165527,64.9556655883789,111.30995178222656,143.36537170410156,81.90154266357422,188.87603759765625,28.35242462158203,25.606895446777344,55.96050262451172,102.72024536132812,295.5544128417969,147.68972778320312,41.37826156616211,105.93779754638672
2018-09-10,91.49021911621094,147.9547576904297,102.21025848388672,45.601295471191406,,90.32476806640625,,145.809814453125,82.19104766845703,12.430047988891602,64.90031433105469,112.70285034179688,144.1422119140625,80.58212280273438,183.37123107910156,28.693330764770508,25.27544593811035,55.25258255004883,103.25453186035156,297.7320861816406,149.1234588623047,40.91762161254883,102.47726440429688
2018-09-11,92.85238647460938,148.47149658203125,102.69304656982422,46.36323547363281,,90.35057067871094,,146.81446838378906,81.30060577392578,12.279380798339844,65.20862579345703,111.52896118164062,145.26116943359375,80.32579803466797,185.25750732421875,29.28992462158203,25.181957244873047,55.48265838623047,103.71511840820312,296.8863525390625,149.89622497558594,40.91762161254883,104.28398895263672
2018-09-12,93.43482208251953,148.11512756347656,100.57410430908203,46.5847282409668,,89.2676010131836,,147.5916748046875,81.41088104248047,12.834968566894531,65.83311462402344,114.89298248291016,144.81727600097656,79.98650360107422,184.78591918945312,29.4698543548584,25.754079818725586,56.2436637878418,103.19924926757812,296.0210266113281,149.48751831054688,41.69717025756836,104.0737075805664
2018-09-13,94.8345718383789,149.3535614013672,101.19102478027344,45.4506721496582,,88.85502624511719,,148.36888122558594,82.67330932617188,12.787882804870605,66.99516296386719,120.21930694580078,147.21237182617188,79.13455200195312,185.86380004882812,29.05318260192871,25.805316925048828,56.19057083129883,104.0467529296875,302.3012390136719,150.0366973876953,41.67945861816406,104.85758972167969
2018-09-14,95.1079330444336,150.22671508789062,101.18206787109375,45.67216491699219,,88.41668701171875,,148.91856384277344,83.1510009765625,12.891465187072754,67.52477264404297,119.57976531982422,145.17791748046875,79.39844512939453,186.70103454589844,29.157346725463867,25.941938400268555,55.376468658447266,103.32821655273438,302.1746826171875,149.4332275390625,41.47570037841797,106.30103302001953
